Time/Date,Tickers,Headlines
2024-12-29 13:52:10,$UBER / $GOOGL,UBER moves on headline cross-asset flows
2023-07-06 13:22:39, $MSFT ,MSFT options implied volatility elevated
2024-04-10 14:11:38,$CRM / $MSFT,Funds trim exposure to CRM after sector read-across
"Feb 27, 2024 06:58:24",$ CRM $CRM,Funds trim exposure to CRM after sector read-across
02/26/2024 10:37 AM,aapl ,AAPL active in premarket as volume spikes
2023-07-30 09:02:45,$ ABNB $ABNB,"ABNB sees block trade interest — sources
( wire )"
"Sep 16, 2024 07:09:02", $ABNB ,Analysts weigh in on ABNB ahead of macro data
2023/12/25 12:09:42,$ GOOGL $GOOGL,Funds trim exposure to GOOGL after sector read-across
2025-01-13 07:02:52,$ CRM $CRM,Traders debate valuation for CRM into quarter-end
2020-05-01 10:00:00, $AAPL ,AAPL active in premarket as volume spikes
"May 14, 2023 16:56:59", $CRM ,CRM sees block trade interest — sources
07/08/2024 10:03 AM,$ GOOGL $GOOGL,Traders debate valuation for GOOGL into quarter-end
2023-09-16 12:50:57, $META ,META active in premarket as volume spikes
2023/05/21 15:23:51,ABNB,"Analysts weigh in on ABNB ahead of macro data
( wire )"
2024-02-01 10:28:27, $AMZN ,"Traders debate valuation for AMZN into quarter-end
( wire )"
2023-07-25 08:35:22,TSLA,"TSLA options implied volatility elevated
( wire )"
02/07/2023 06:42 AM,$ TSLA $TSLA,Traders debate valuation for TSLA into quarter-end
2023-11-16 12:47:57,uber ,Funds trim exposure to UBER after sector read-across
"Aug 31, 2023 13:44:37",AAPL,Sector rotation lifts AAPL in late trade
2023-06-05T11:58:26, $AMZN ,AMZN moves on headline cross-asset flows
01-May-2020 10:00,UBER,Funds trim exposure to UBER after sector read-across
01/11/2024 04:18 PM,$ AAPL $AAPL,Sector rotation lifts AAPL in late trade
2023-09-09 13:58:21, $GOOGL ,GOOGL options implied volatility elevated
2023/08/13 09:51:41,$GOOGL / $UBER,Funds trim exposure to GOOGL after sector read-across
05/11/2023 03:57 PM, $AMZN ,Analysts weigh in on AMZN ahead of macro data
2024-02-10 06:51:56,ABNB,ABNB moves on headline cross-asset flows
"Sep 19, 2023 13:22:02",amzn ,AMZN moves on headline cross-asset flows
2023-10-06T14:28:08,$CRM / $AMZN,CRM options implied volatility elevated
02-May-2024 09:17,$MSFT,Funds trim exposure to MSFT after sector read-across
2023-10-07 08:35:04,$ ABNB $ABNB,Analysts weigh in on ABNB ahead of macro data
"Aug 09, 2023 12:57:29",$AMZN,Analysts weigh in on AMZN ahead of macro data
2023-12-11 12:03:26, $CRM ,Funds trim exposure to CRM after sector read-across
2024-10-17T12:32:34, $ABNB ,Funds trim exposure to ABNB after sector read-across
2024-12-21T10:34:14,$ CRM $CRM,  CRM sees block trade interest — sources  
2025-03-03 11:50:15, $ABNB ,ABNB moves on headline cross-asset flows
03/25/2023 01:49 PM,$TSLA / $GOOGL,TSLA active in premarket as volume spikes
2023-01-12 07:08:32,$ GOOGL $GOOGL,GOOGL options implied volatility elevated
06-Mar-2024 08:05,$ CRM $CRM,CRM options implied volatility elevated
02/20/2025 02:04 PM, $CRM ,CRM options implied volatility elevated
2024-01-24 12:19:00,$CRM / $META,CRM options implied volatility elevated
2024-02-29 12:19:00,$AMZN,AMZN sees block trade interest — sources
2020-05-01 10:00:00,LYFT,Analysts weigh in on LYFT ahead of macro data
2024-08-07 09:47:58, $UBER ,Sector rotation lifts UBER in late trade
2023-05-15 10:38:50, $AMZN ,Analysts weigh in on AMZN ahead of macro data
09/08/2024 09:40 AM, $CRM ,CRM options implied volatility elevated
2025-03-06 13:21:20,meta ,Traders debate valuation for META into quarter-end
2024-10-04 15:23:22, $TSLA ,TSLA moves on headline cross-asset flows
2024-01-18 14:16:30, $CRM ,Analysts weigh in on CRM ahead of macro data
2023-12-04 09:03:32, $CRM ,Funds trim exposure to CRM after sector read-across
2024-12-06 08:59:26, $CRM ,CRM options implied volatility elevated
2023-11-29 13:16:27, $UBER ,Traders debate valuation for UBER into quarter-end
2023-04-20 08:47:25, $AMZN ,AMZN moves on headline cross-asset flows
"May 31, 2024 16:00:03",LYFT,Funds trim exposure to LYFT after sector read-across
11/10/2024 04:14 PM,$GOOGL,GOOGL moves on headline cross-asset flows
2020/05/01 10:00:00,tsla ,Traders debate valuation for TSLA into quarter-end
21-Nov-2024 09:50,META,Analysts weigh in on META ahead of macro data
2023-07-12 10:13:53,$ ABNB $ABNB,Sector rotation lifts ABNB in late trade
19-Jul-2024 07:05, $AMZN ,
2025-03-27T09:32:44,$UBER,UBER active in premarket as volume spikes
2024-10-13 06:06:34, $LYFT ,LYFT options implied volatility elevated
2024-05-06T16:51:47,uber ,UBER sees block trade interest — sources
18-Mar-2023 15:33,$ UBER $UBER,Traders debate valuation for UBER into quarter-end
2023/09/24 11:14:35,lyft ,Traders debate valuation for LYFT into quarter-end
2025-03-26T09:08:11,$ META $META,Funds trim exposure to META after sector read-across
2023-02-22T15:04:08,$ABNB,Sector rotation lifts ABNB in late trade
2023-04-15 12:22:11,$CRM,CRM options implied volatility elevated
2023/04/10 13:26:00,$UBER / $GOOGL,Traders debate valuation for UBER into quarter-end
2023-01-12 14:38:24, $UBER ,UBER options implied volatility elevated
2024-04-20T13:16:42,$AAPL / $CRM,Traders debate valuation for AAPL into quarter-end
2023-08-25 10:13:00, $GOOGL ,GOOGL sees block trade interest — sources
03/06/2024 01:18 PM, $LYFT ,Sector rotation lifts LYFT in late trade
"Oct 19, 2023 15:06:43", $MSFT ,Sector rotation lifts MSFT in late trade
07/17/2024 04:38 PM,$ CRM $CRM,  CRM active in premarket as volume spikes  
2024-10-13 08:12:51,$TSLA / $ABNB,Funds trim exposure to TSLA after sector read-across
2024-07-31 06:36:14,GOOGL,GOOGL sees block trade interest — sources
"Apr 30, 2023 07:52:23", $GOOGL ,Traders debate valuation for GOOGL into quarter-end
2023-04-21 16:51:42, $AMZN ,Traders debate valuation for AMZN into quarter-end
20-Mar-2025 16:18,$ UBER $UBER,UBER sees block trade interest — sources
2023-05-10 16:07:41,$ZZTOP,META sees block trade interest — sources
2024-04-15 16:49:52,ABNB,Analysts weigh in on ABNB ahead of macro data
"Mar 19, 2024 07:36:54",$GOOGL,"Funds trim exposure to GOOGL after sector read-across
( wire )"
10/04/2024 04:55 PM, $LYFT ,"""LYFT active in premarket as volume spikes"""
2025-01-08 13:17:36,$ UBER $UBER,UBER sees block trade interest — sources
2023-08-11T16:36:09,$CRM,Funds trim exposure to CRM after sector read-across
08/15/2024 10:07 AM, $UBER ,UBER active in premarket as volume spikes
07/16/2023 10:58 AM,$ TSLA $TSLA,Sector rotation lifts TSLA in late trade
15-Mar-2023 08:52, $GOOGL ,Traders debate valuation for GOOGL into quarter-end
2023-05-25 12:51:13, $META ,META sees block trade interest — sources
2024-11-02T06:52:18,$LYFT,Analysts weigh in on LYFT ahead of macro data
2024-10-07 06:42:19,$AMZN / $UBER,AMZN sees block trade interest — sources
2024-11-27 13:55:55, $ABNB ,Funds trim exposure to ABNB after sector read-across
2025-01-01T10:27:20,$ UBER $UBER,UBER active in premarket as volume spikes
2024-03-22T12:39:56, $MSFT ,Analysts weigh in on MSFT ahead of macro data
2024-06-16 11:24:03,$LYFT / $MSFT,Analysts weigh in on LYFT ahead of macro data
09/14/2023 08:43 AM, $GOOGL ,
08/20/2024 12:15 PM, $UBER ,UBER moves on headline cross-asset flows
2024-10-24T13:15:12,LYFT,LYFT moves on headline cross-asset flows
2025-02-11T16:50:47,TSLA,TSLA moves on headline cross-asset flows
2024-03-20 16:23:56, $GOOGL ,Funds trim exposure to GOOGL after sector read-across
2024-09-23 12:45:12,$LYFT / $CRM,LYFT active in premarket as volume spikes
2023-10-02 15:29:26, $ABNB ,  Sector rotation lifts ABNB in late trade  
01-Jun-2024 12:01,$ZZTOP,Sector rotation lifts MSFT in late trade
2023-03-13 12:35:09,$ AAPL $AAPL,Analysts weigh in on AAPL ahead of macro data
2023/11/19 09:28:48,$MSFT,Funds trim exposure to MSFT after sector read-across
2023-07-13 12:24:28,$ CRM $CRM,Traders debate valuation for CRM into quarter-end
2023-10-25 10:32:44, $AAPL ,AAPL options implied volatility elevated
05/01/2024 07:30 AM,$ TSLA $TSLA,Sector rotation lifts TSLA in late trade
"Aug 09, 2023 11:27:18",$TSLA / $ABNB,  TSLA active in premarket as volume spikes  
25-Jul-2023 13:52, $LYFT ,Traders debate valuation for LYFT into quarter-end
"Jan 28, 2024 10:13:00",$ CRM $CRM,CRM sees block trade interest — sources
03/13/2024 04:21 PM,$ TSLA $TSLA,TSLA moves on headline cross-asset flows
"Jul 23, 2024 11:44:26",TSLA,Funds trim exposure to TSLA after sector read-across
2023/07/27 14:54:47,tsla ,Sector rotation lifts TSLA in late trade
2023-08-31 07:12:59,$ CRM $CRM,Traders debate valuation for CRM into quarter-end
2023-09-13 16:00:59, $META ,Analysts weigh in on META ahead of macro data
2023-04-15 06:43:42, $CRM ,Traders debate valuation for CRM into quarter-end
"Jan 22, 2025 06:03:24", $GOOGL ,GOOGL options implied volatility elevated
2025-03-23 15:23:32, $ABNB ,Sector rotation lifts ABNB in late trade
2024-12-25 12:23:52,$ LYFT $LYFT,Analysts weigh in on LYFT ahead of macro data
2025-01-15 15:44:57,$META,Funds trim exposure to META after sector read-across
2023/07/09 12:40:24, $ABNB ,ABNB sees block trade interest — sources
2024-10-11 12:38:39,$ ABNB $ABNB,Analysts weigh in on ABNB ahead of macro data
2024-03-20T08:12:36, $UBER ,  Analysts weigh in on UBER ahead of macro data  
2024-03-20 07:14:54, $AMZN ,AMZN moves on headline cross-asset flows
2024-01-07 07:20:32,msft ,MSFT options implied volatility elevated
2023-11-07T12:57:46, $GOOGL ,
08/23/2024 10:21 AM,ABNB,Sector rotation lifts ABNB in late trade
12/07/2024 04:46 PM,$ ABNB $ABNB,Funds trim exposure to ABNB after sector read-across
2023-03-17T12:04:22,$ZZTOP,LYFT active in premarket as volume spikes
01/26/2023 02:43 PM,$UBER,
24-Sep-2024 15:11, $GOOGL ,Funds trim exposure to GOOGL after sector read-across
02-Mar-2024 16:56,$ MSFT $MSFT,Sector rotation lifts MSFT in late trade
2023-07-30 15:48:41, $UBER ,UBER sees block trade interest — sources
2025-01-16 16:03:31,MSFT,Analysts weigh in on MSFT ahead of macro data
"Apr 11, 2024 13:49:07",TSLA,"""Sector rotation lifts TSLA in late trade"""
2024-06-19 07:33:00,$ ABNB $ABNB,ABNB moves on headline cross-asset flows
2023-07-15T10:26:00, $MSFT ,Funds trim exposure to MSFT after sector read-across
14-Dec-2023 14:55,$TSLA / $MSFT,Analysts weigh in on TSLA ahead of macro data
29-Mar-2024 07:08,$ AAPL $AAPL,AAPL active in premarket as volume spikes
2023-06-07 10:13:30,$ TSLA $TSLA,TSLA sees block trade interest — sources
01/25/2025 12:27 PM,$META / $ABNB,META active in premarket as volume spikes
2024-01-04 06:12:57,$UBER,UBER moves on headline cross-asset flows
12/05/2024 03:00 PM,TSLA,TSLA sees block trade interest — sources
2024-08-30 11:23:20, $AMZN ,
2024-07-05 16:19:21, $UBER ,Sector rotation lifts UBER in late trade
"Mar 30, 2025 11:25:15",$LYFT,Funds trim exposure to LYFT after sector read-across
01-May-2020 10:00, $MSFT ,Analysts weigh in on MSFT ahead of macro data
2023-03-21 13:31:25,$ABNB / $AAPL,Traders debate valuation for ABNB into quarter-end
03/27/2024 06:18 AM,$ AAPL $AAPL,AAPL sees block trade interest — sources
"Jun 20, 2023 08:28:30",$ TSLA $TSLA,TSLA options implied volatility elevated
2024-12-03 06:08:47, $AMZN ,AMZN moves on headline cross-asset flows
2023-10-30 14:54:56, $CRM ,Sector rotation lifts CRM in late trade
2025-03-25T13:45:22,$MSFT,MSFT sees block trade interest — sources
2024-06-09 11:46:41, $TSLA ,TSLA moves on headline cross-asset flows
08/27/2024 01:55 PM,$TSLA,"TSLA options implied volatility elevated
( wire )"
06/11/2023 03:50 PM, $UBER ,UBER sees block trade interest — sources
2024-10-09T06:19:35, $MSFT ,
2024-06-23T15:19:37, $MSFT ,MSFT options implied volatility elevated
2023-02-21 09:05:06,meta ,"META sees block trade interest — sources
( wire )"
2023-06-27T06:45:01,$CRM / $ABNB,  Sector rotation lifts CRM in late trade  
01-May-2020 10:00,$ GOOGL $GOOGL,Sector rotation lifts GOOGL in late trade
2023-12-31 07:10:50, $GOOGL ,GOOGL active in premarket as volume spikes
"Jan 13, 2025 13:23:20",$ CRM $CRM,CRM active in premarket as volume spikes
05-Oct-2023 09:42,$MSFT,MSFT moves on headline cross-asset flows
01/24/2024 01:49 PM, $AMZN ,Analysts weigh in on AMZN ahead of macro data
2025-03-04 06:22:33, $AAPL ,Traders debate valuation for AAPL into quarter-end
01-May-2020 10:00,$AAPL / $MSFT,Analysts weigh in on AAPL ahead of macro data
2024-11-27 06:44:27,crm ,CRM moves on headline cross-asset flows
2024-06-23 11:46:04, $LYFT ,Traders debate valuation for LYFT into quarter-end
"Jul 20, 2024 07:04:48",aapl ,AAPL options implied volatility elevated
"Sep 18, 2023 09:09:13", $LYFT ,LYFT options implied volatility elevated
2024-05-30 14:55:36,$ CRM $CRM,Traders debate valuation for CRM into quarter-end
2023-12-24 15:55:44,$ZZTOP,Traders debate valuation for GOOGL into quarter-end
"Feb 24, 2023 14:49:48", $UBER ,"""Analysts weigh in on UBER ahead of macro data"""
2024-09-19T12:56:52, $UBER ,Analysts weigh in on UBER ahead of macro data
14-Jul-2023 10:22, $MSFT ,Analysts weigh in on MSFT ahead of macro data
2024/05/25 10:38:06, $UBER ,UBER options implied volatility elevated
2023-09-03 16:27:18,AMZN,Sector rotation lifts AMZN in late trade
2024/06/09 14:09:19, $META ,META active in premarket as volume spikes
2023-10-08T09:01:58,AMZN,Sector rotation lifts AMZN in late trade
2024-09-10T08:53:50, $LYFT ,Funds trim exposure to LYFT after sector read-across
2023-06-24 12:04:45, $GOOGL ,GOOGL sees block trade interest — sources
"Apr 04, 2024 12:27:16", $META ,"""META options implied volatility elevated"""
2024-03-27 09:22:03, $AMZN ,AMZN active in premarket as volume spikes
"Jan 27, 2024 15:02:17",$UBER,UBER sees block trade interest — sources
2024/09/23 14:47:15,$ZZTOP,"""GOOGL options implied volatility elevated"""
2020-05-01 10:00:00,aapl ,AAPL active in premarket as volume spikes
25-Oct-2023 13:08, $META ,META active in premarket as volume spikes
2024-09-19T10:47:28,$ZZTOP,"""CRM options implied volatility elevated"""
"Aug 17, 2023 15:27:20", $ABNB ,ABNB options implied volatility elevated
05/08/2024 11:59 AM, $META ,META moves on headline cross-asset flows
"Oct 14, 2024 08:42:51", $MSFT ,Traders debate valuation for MSFT into quarter-end
2024/11/16 11:19:08, $MSFT ,Funds trim exposure to MSFT after sector read-across
"Oct 26, 2023 13:26:12",meta ,META sees block trade interest — sources
07/09/2023 02:33 PM,$ UBER $UBER,Funds trim exposure to UBER after sector read-across
12/22/2024 03:47 PM,$ABNB / $GOOGL,Analysts weigh in on ABNB ahead of macro data
2023-02-23 12:04:31,$ LYFT $LYFT,LYFT moves on headline cross-asset flows
"Aug 15, 2024 06:15:33",$ABNB,Funds trim exposure to ABNB after sector read-across
15-Jan-2023 15:59,TSLA,TSLA sees block trade interest — sources
01-May-2020 10:00,uber ,Traders debate valuation for UBER into quarter-end
10-Jun-2024 10:34, $CRM ,CRM moves on headline cross-asset flows
08/15/2023 08:15 AM,lyft ,Funds trim exposure to LYFT after sector read-across
2024/11/02 14:43:05, $TSLA ,  Sector rotation lifts TSLA in late trade  
2024-07-04 13:49:02, $TSLA ,TSLA options implied volatility elevated
"Mar 12, 2024 07:32:39",AMZN,AMZN options implied volatility elevated
2023/10/28 07:42:18,$UBER,UBER moves on headline cross-asset flows
2023-02-21 14:42:40,$ TSLA $TSLA,"""Funds trim exposure to TSLA after sector read-across"""
05/08/2023 11:06 AM,$AMZN / $CRM,
"Jul 26, 2024 14:47:53",amzn ,"""AMZN moves on headline cross-asset flows"""
"Feb 14, 2025 12:41:43",tsla ,Funds trim exposure to TSLA after sector read-across
2023-01-15 06:28:37,googl ,GOOGL sees block trade interest — sources
2023-10-06 13:54:31, $GOOGL ,GOOGL active in premarket as volume spikes
2024-08-17 13:12:59,$ZZTOP,ABNB sees block trade interest — sources
2024-06-27 13:51:23,lyft ,LYFT moves on headline cross-asset flows
2024-04-02 09:46:51,$ ABNB $ABNB,"""Analysts weigh in on ABNB ahead of macro data"""
"Jun 07, 2023 10:34:41", $AAPL ,Funds trim exposure to AAPL after sector read-across
"Nov 10, 2023 09:10:00", $LYFT ,LYFT options implied volatility elevated
20-Jan-2025 06:00, $CRM ,"""CRM moves on headline cross-asset flows"""
2023-07-22 06:57:36,$LYFT / $AAPL,LYFT sees block trade interest — sources
08/04/2023 02:41 PM,$ TSLA $TSLA,Sector rotation lifts TSLA in late trade
04-Dec-2023 15:59, $TSLA ,Funds trim exposure to TSLA after sector read-across
2020/05/01 10:00:00, $CRM ,Sector rotation lifts CRM in late trade
2023/01/06 07:42:56,aapl ,AAPL sees block trade interest — sources
2024-04-17 07:15:44,lyft ,Traders debate valuation for LYFT into quarter-end
"Jul 29, 2024 11:22:18",meta ,META active in premarket as volume spikes
2024-05-23 12:07:04, $GOOGL ,Traders debate valuation for GOOGL into quarter-end
2020-05-01 10:00:00,UBER,"""UBER sees block trade interest — sources"""
2024-08-08 12:13:07, $TSLA ,Traders debate valuation for TSLA into quarter-end
02-Jan-2025 16:28,$ CRM $CRM,CRM options implied volatility elevated
2024-01-16 06:32:50, $META ,META active in premarket as volume spikes
06/10/2024 06:40 AM, $AAPL ,AAPL active in premarket as volume spikes
2024-09-02 10:40:50,$MSFT,Traders debate valuation for MSFT into quarter-end
07-Sep-2023 15:57, $AAPL ,
2024-06-24T09:16:13,amzn ,Analysts weigh in on AMZN ahead of macro data
"Jan 02, 2025 07:33:46", $META ,Funds trim exposure to META after sector read-across
2020-05-01 10:00:00, $UBER ,UBER moves on headline cross-asset flows
28-Jul-2023 06:50, $CRM ,CRM options implied volatility elevated
2024-07-17 06:13:01,$ZZTOP,UBER moves on headline cross-asset flows
2023-08-01 12:51:08,$META / $TSLA,
